Date,Portfolio_Return,Abs_Return,Realized_Volatility,VIX_Close,Prob_Low_Vol,Prob_High_Vol,Most_Likely_Regime
1990-01-02,0.012590898144186053,0.012590898144186053,0.10483104717495709,17.239999771118164,0.999999999999999,1.035469013309839e-15,low_vol
1990-01-03,0.01629886893339564,0.01629886893339564,0.11452451969315172,18.190000534057617,0.9998889909534681,0.00011100904653188506,low_vol
1990-01-04,-0.005976650848553965,0.005976650848553965,0.11691996939721201,19.219999313354492,0.9999936567927653,6.343207234650758e-06,low_vol
1990-01-05,-0.005644105662053969,0.005644105662053969,0.11873595550259007,20.110000610351562,0.9999924913560249,7.508643975204161e-06,low_vol
1990-01-08,-0.008202774920249335,0.008202774920249335,0.12225433769093559,20.260000228881836,0.9999880243596374,1.1975640362533863e-05,low_vol
1990-01-09,0.002747689168232724,0.002747689168232724,0.12160768548201002,22.200000762939453,0.9999763995164488,2.3600483551158168e-05,low_vol
1990-01-10,-0.00038093712684587975,0.00038093712684587975,0.11916047240061148,22.440000534057617,0.9995105123060234,0.0004894876939767093,low_vol
1990-01-11,-0.013430972910194973,0.013430972910194973,0.1248443901466622,20.049999237060547,0.9808250215054618,0.019174978494538145,low_vol
1990-01-12,-0.022212048014220158,0.022212048014220158,0.1452467562877287,24.639999389648438,0.7014949662040829,0.29850503379591714,low_vol
1990-01-15,-0.008381929499240971,0.008381929499240971,0.14621251083601447,26.34000015258789,0.8965403503006486,0.10345964969935142,low_vol
1990-01-16,0.008275911924028408,0.008275911924028408,0.14862636263124898,24.18000030517578,0.9887627548826268,0.011237245117373269,low_vol
1990-01-17,0.001261052447967789,0.001261052447967789,0.1477739984947432,24.15999984741211,0.9969456560241227,0.0030543439758773014,low_vol
1990-01-18,0.004803032500381309,0.004803032500381309,0.14614712140124053,24.34000015258789,0.9940757805005757,0.005924219499424308,low_vol
1990-01-19,0.010359928002398319,0.010359928002398319,0.14779488178496863,22.5,0.9398903985721606,0.060109601427839436,low_vol
1990-01-22,-0.022811766709602686,0.022811766709602686,0.16378794196732327,26.700000762939453,0.0022956622075794328,0.9977043377924206,high_vol
1990-01-23,0.006433710632233332,0.006433710632233332,0.16520572647428416,24.719999313354492,0.008265750978832271,0.9917342490211677,high_vol
1990-01-24,-0.027582331704592483,0.027582331704592483,0.1892115960688296,25.389999389648438,3.027287722996332e-08,0.9999999697271228,high_vol
1990-01-25,0.011865316855698499,0.011865316855698499,0.1942810224267618,25.6299991607666,0.0004112514265057425,0.9995887485734942,high_vol
1990-01-26,-0.005448116237609931,0.005448116237609931,0.19323102530625122,26.280000686645508,0.0007881129635724147,0.9992118870364275,high_vol
1990-01-29,-0.012275547033905362,0.012275547033905362,0.1964836428966462,26.440000534057617,0.00013742647293269155,0.9998625735270673,high_vol
1990-01-30,-0.016013306237317077,0.016013306237317077,0.1945011394181399,27.25,8.410308789136646e-06,0.9999915896912108,high_vol
1990-01-31,0.02241433452987807,0.02241433452987807,0.20671162251981276,25.360000610351562,2.2608941062201188e-07,0.9999997739105894,high_vol
1990-02-01,-0.026579668648323264,0.026579668648323264,0.20937431102870546,24.8700008392334,4.454027370884602e-09,0.9999999955459726,high_vol
1990-02-02,0.008540205922363533,0.008540205922363533,0.21432521441604213,24.31999969482422,0.000670029735362359,0.9993299702646377,high_vol
1990-02-05,0.0006832108076066578,0.0006832108076066578,0.2149486442236143,24.540000915527344,0.000894956239132128,0.9991050437608678,high_vol
1990-02-06,-0.0010018567601428347,0.0010018567601428347,0.21467445157419668,24.690000534057617,0.0007599299623873165,0.9992400700376127,high_vol
1990-02-07,0.012103633370537622,0.012103633370537622,0.22032780915308245,24.290000915527344,0.00026483147062719296,0.9997351685293728,high_vol
1990-02-08,-0.010347881470003642,0.010347881470003642,0.221315404173754,23.770000457763672,0.0007971274184931974,0.9992028725815069,high_vol
1990-02-09,0.011058535851577945,0.011058535851577945,0.22396721885740287,23.690000534057617,0.0037061276606897924,0.9962938723393102,high_vol
1990-02-12,-0.006488234178399055,0.006488234178399055,0.2135192265725328,24.3799991607666,0.02351007896272676,0.9764899210372732,high_vol
1990-02-13,-0.013650811006499196,0.013650811006499196,0.21617589226950237,23.760000228881836,0.060467008643599794,0.9395329913564002,high_vol
1990-02-14,0.007261529596516607,0.007261529596516607,0.21561730944875127,22.049999237060547,0.5994902921144494,0.4005097078855507,low_vol
1990-02-15,0.004172853980116884,0.004172853980116884,0.21639542423112762,19.709999084472656,0.9113973253722006,0.08860267462779939,low_vol
1990-02-16,0.002110383270843978,0.002110383270843978,0.21556589704424992,20.780000686645508,0.966401359823241,0.03359864017675893,low_vol
1990-02-20,0.006121583319068029,0.006121583319068029,0.21307561652317175,22.780000686645508,0.9807288085185093,0.01927119148149069,low_vol
1990-02-21,-0.0016928806227380438,0.0016928806227380438,0.20032315065840223,23.889999389648438,0.9896744992952533,0.010325500704746759,low_vol
1990-02-22,-0.009470328536186106,0.009470328536186106,0.20012421516761963,22.540000915527344,0.9941749976526346,0.005825002347365374,low_vol
1990-02-23,0.004791983060921419,0.004791983060921419,0.17953553560717025,23.690000534057617,0.9965078050573991,0.003492194942600889,low_vol
1990-02-26,0.016574400349666944,0.016574400349666944,0.1840955858902872,23.559999465942383,0.9914140814964479,0.008585918503552012,low_vol
1990-02-27,0.002026075022176322,0.002026075022176322,0.1833392862194603,22.690000534057617,0.9991447638921184,0.000855236107881664,low_vol
1990-02-28,-0.003795165426854721,0.003795165426854721,0.17869944402130203,21.989999771118164,0.9998740808094698,0.00012591919053016564,low_vol
1990-03-01,-0.013197995087913566,0.013197995087913566,0.1758229834706617,21.899999618530273,0.9995847930657594,0.00041520693424059433,low_vol
1990-03-02,0.008779840632918937,0.008779840632918937,0.16088808088503603,21.34000015258789,0.999958182323192,4.1817676807939326e-05,low_vol
1990-03-05,0.008999796750144494,0.008999796750144494,0.13318094119101048,22.030000686645508,0.9999736788168138,2.632118318624692e-05,low_vol
1990-03-06,0.0058439382411448115,0.0058439382411448115,0.1317993871381426,20.549999237060547,0.9999918684376576,8.13156234238977e-06,low_vol
1990-03-07,0.002040129832806612,0.002040129832806612,0.13178193689411136,19.100000381469727,0.9999794237521771,2.0576247822923974e-05,low_vol
1990-03-08,0.02043481378665778,0.02043481378665778,0.14598968004556595,19.739999771118164,0.9967377414965554,0.0032622585034445453,low_vol
1990-03-09,-0.009384837856535199,0.009384837856535199,0.14719459101382243,20.299999237060547,0.9999151018597019,8.489814029811858e-05,low_vol
1990-03-12,-0.0014968127523229794,0.0014968127523229794,0.141555033336421,20.06999969482422,0.9999914320401636,8.567959836357133e-06,low_vol
1990-03-13,0.0014650186497925065,0.0014650186497925065,0.13781671404945517,21.049999237060547,0.9999891269404904,1.0873059509604891e-05,low_vol
1990-03-14,-0.0018322119303330747,0.0018322119303330747,0.13545793115953572,19.649999618530273,0.9999938250577477,6.174942252282783e-06,low_vol
1990-03-15,0.008732429354033705,0.008732429354033705,0.12576957617701442,18.809999465942383,0.9999935603993311,6.439600668934618e-06,low_vol
1990-03-16,-0.000736328367468014,0.000736328367468014,0.12525875421872007,17.6200008392334,0.9999963994644447,3.6005355552796043e-06,low_vol
