Date,VIX_Close,Prior_25D_Avg,High_Vol_Threshold,Regime
1990-01-02,17.239999771118164,,,low_vol
1990-01-03,18.190000534057617,,,low_vol
1990-01-04,19.219999313354492,,,low_vol
1990-01-05,20.110000610351562,,,low_vol
1990-01-08,20.260000228881836,,,low_vol
1990-01-09,22.200000762939453,,,low_vol
1990-01-10,22.440000534057617,,,low_vol
1990-01-11,20.049999237060547,,,low_vol
1990-01-12,24.639999389648438,,,low_vol
1990-01-15,26.34000015258789,,,low_vol
1990-01-16,24.18000030517578,,,low_vol
1990-01-17,24.15999984741211,,,low_vol
1990-01-18,24.34000015258789,,,low_vol
1990-01-19,22.5,,,low_vol
1990-01-22,26.700000762939453,,,low_vol
1990-01-23,24.719999313354492,,,low_vol
1990-01-24,25.389999389648438,,,low_vol
1990-01-25,25.6299991607666,,,low_vol
1990-01-26,26.280000686645508,,,low_vol
1990-01-29,26.440000534057617,,,low_vol
1990-01-30,27.25,,,low_vol
1990-01-31,25.360000610351562,,,low_vol
1990-02-01,24.8700008392334,,,low_vol
1990-02-02,24.31999969482422,,,low_vol
1990-02-05,24.540000915527344,,,low_vol
1990-02-06,24.690000534057617,23.49480010986328,25.84428012084961,low_vol
1990-02-07,24.290000915527344,23.79280014038086,26.172080154418946,low_vol
1990-02-08,23.770000457763672,24.03680015563965,26.440480171203617,low_vol
1990-02-09,23.690000534057617,24.218800201416016,26.64068022155762,low_vol
1990-02-12,24.3799991607666,24.362000198364257,26.798200218200684,low_vol
1990-02-13,23.760000228881836,24.52680015563965,26.979480171203615,low_vol
1990-02-14,22.049999237060547,24.589200134277345,27.04812014770508,low_vol
1990-02-15,19.709999084472656,24.573600082397462,27.030960090637212,low_vol
1990-02-16,20.780000686645508,24.560000076293946,27.01600008392334,low_vol
1990-02-20,22.780000686645508,24.405600128173827,26.846160140991213,low_vol
1990-02-21,23.889999389648438,24.263200149536132,26.689520164489746,low_vol
1990-02-22,22.540000915527344,24.25160011291504,26.676760124206545,low_vol
1990-02-23,23.690000534057617,24.18680015563965,26.605480171203617,low_vol
1990-02-26,23.559999465942383,24.160800170898437,26.576880187988284,low_vol
1990-02-27,22.690000534057617,24.203200149536134,26.62352016448975,low_vol
1990-02-28,21.989999771118164,24.04280014038086,26.44708015441895,low_vol
1990-03-01,21.899999618530273,23.933600158691405,26.326960174560547,low_vol
1990-03-02,21.34000015258789,23.79400016784668,26.173400184631348,low_vol
1990-03-05,22.030000686645508,23.622400207519533,25.984640228271488,low_vol
1990-03-06,20.549999237060547,23.45240020751953,25.797640228271487,low_vol
1990-03-07,19.100000381469727,23.21680015563965,25.538480171203616,low_vol
1990-03-08,19.739999771118164,22.890800170898437,25.17988018798828,low_vol
1990-03-09,20.299999237060547,22.666000137329103,24.932600151062015,low_vol
1990-03-12,20.06999969482422,22.483200073242188,24.73152008056641,low_vol
1990-03-13,21.049999237060547,22.313200073242186,24.544520080566407,low_vol
1990-03-14,19.649999618530273,22.173600006103516,24.39096000671387,low_vol
1990-03-15,18.809999465942383,21.97199996948242,24.169199966430664,low_vol
1990-03-16,17.6200008392334,21.752799911499025,23.92807990264893,low_vol
1990-03-19,18.290000915527344,21.50679992675781,23.657479919433595,low_vol
1990-03-20,19.059999465942383,21.2907999420166,23.419879936218262,low_vol
1990-03-21,20.100000381469727,21.077999954223632,23.185799949645997,low_vol
1990-03-22,22.739999771118164,20.931599960327148,23.024759956359865,low_vol
1990-03-23,20.459999084472656,20.95919998168945,23.0551199798584,low_vol
1990-03-26,19.59000015258789,20.989199981689453,23.0881199798584,low_vol
1990-03-27,21.010000228881836,20.94159996032715,23.035759956359865,low_vol
1990-03-28,19.770000457763672,20.870799942016603,22.957879936218266,low_vol
1990-03-29,18.459999084472656,20.70599998474121,22.776599983215334,low_vol
1990-03-30,19.729999542236328,20.542799911499024,22.59707990264893,low_vol
1990-04-02,22.84000015258789,20.384399871826172,22.422839859008793,high_vol
1990-04-03,20.440000534057617,20.35559989929199,22.391159889221193,low_vol
1990-04-04,22.030000686645508,20.265599899291992,22.292159889221193,low_vol
1990-04-05,21.209999084472656,20.267199935913087,22.293919929504398,low_vol
1990-04-06,21.760000228881836,20.23959991455078,22.26355990600586,low_vol
1990-04-09,22.299999237060547,20.25639991760254,22.282039909362794,high_vol
1990-04-10,21.690000534057617,20.26719985961914,22.293919845581055,low_vol
1990-04-11,17.729999542236328,20.312799911499024,22.34407990264893,low_vol
